# RECORDING
0,10088,2780,-30,9189,0.0000,0.000,9189.00,9189.00,0
1,10108,2780,-30,9189,0.0000,0.000,9189.00,9189.00,0
2,10128,2780,-30,9189,0.0000,0.000,9189.00,9189.00,0
3,10148,2780,-30,9189,0.0000,0.000,9189.00,9189.00,0
4,10168,2780,-30,9189,0.0000,0.000,9189.00,9189.00,0
5,10188,2775,-49,9154,0.0000,0.000,9180.25,9189.00,0
6,10208,2775,-49,9154,0.0000,0.000,9173.69,9189.00,0
7,10228,2775,-49,9154,0.0000,0.000,9168.77,9189.00,0
8,10248,2775,-49,9154,0.0000,0.000,9165.07,9189.00,0
9,10268,2775,-49,9154,0.0000,0.000,9162.31,9189.00,0
10,10288,2769,-65,9127,0.0000,0.000,9153.48,9189.00,0
11,10308,2769,-65,9127,0.0000,0.000,9146.86,9188.79,0
12,10328,2769,-65,9127,0.0000,0.000,9141.89,9188.55,0
13,10348,2769,-65,9127,0.0000,0.000,9138.17,9188.30,0
14,10368,2769,-65,9127,0.0000,0.000,9135.38,9188.04,0
15,10388,2793,-97,9160,0.0000,0.000,9141.53,9187.80,0
16,10408,2793,-97,9160,0.0000,0.000,9146.15,9187.60,0
17,10428,2793,-97,9160,0.0000,0.000,9149.61,9187.41,0
18,10448,2793,-97,9160,0.0000,0.000,9152.21,9187.23,0
19,10468,2793,-97,9160,0.0000,0.000,9154.16,9187.06,0
20,10488,2814,-130,9173,0.0000,0.000,9158.87,9186.92,0
21,10508,2814,-130,9173,0.0000,0.000,9162.40,9186.80,0
22,10528,2814,-130,9173,0.0000,0.000,9165.05,9186.69,0
23,10548,2814,-130,9173,0.0000,0.000,9167.04,9186.59,0
24,10568,2814,-130,9173,0.0000,0.000,9168.53,9186.50,0
25,10588,2825,-173,9176,0.0000,0.000,9170.40,9186.42,0
26,10608,2825,-173,9176,0.0000,0.000,9171.80,9186.35,0
27,10628,2825,-173,9176,0.0000,0.000,9172.85,9186.28,0
28,10648,2825,-173,9176,0.0000,0.000,9173.64,9186.22,0
29,10668,2825,-173,9176,0.0000,0.000,9174.23,9186.16,0
30,10688,2860,-231,9232,0.0009,0.000,9188.67,9186.17,0
31,10708,2860,-231,9232,0.0048,0.000,9199.50,9186.24,0
32,10728,2860,-231,9232,0.0077,0.000,9207.63,9186.35,0
33,10748,2860,-231,9232,0.0099,0.000,9213.72,9186.48,0
34,10768,2860,-231,9232,0.0115,0.000,9218.29,9186.48,0
35,10788,2934,-325,9315,0.0202,0.000,9242.47,9186.48,1
36,10808,2934,-325,9315,0.0267,0.000,9260.60,9186.48,1
37,10828,2934,-325,9315,0.0316,0.000,9274.20,9186.48,1
38,10848,2934,-325,9315,0.0353,0.000,9284.40,9186.48,1
39,10868,2934,-325,9315,0.0380,0.000,9292.05,9186.48,1
40,10888,2991,-414,9338,0.0421,0.000,9303.54,9186.48,1
41,10908,2991,-414,9338,0.0452,0.000,9312.15,9186.48,1
42,10928,2991,-414,9338,0.0475,0.000,9318.62,9186.48,1
43,10948,2991,-414,9338,0.0492,0.000,9323.46,9186.48,1
44,10968,2991,-414,9338,0.0505,0.000,9327.10,9186.48,1
45,10988,3013,-423,9405,0.0574,0.000,9346.57,9186.48,1
46,11008,3013,-423,9405,0.0626,0.000,9361.18,9186.48,1
47,11028,3013,-423,9405,0.0665,0.000,9372.13,9186.48,1
48,11048,3013,-423,9405,0.0694,0.000,9380.35,9186.48,1
49,11068,3013,-423,9405,0.0715,0.000,9386.51,9186.48,1
50,11088,3022,-399,9521,0.0834,0.000,9420.13,9186.48,1
51,11108,3022,-399,9521,0.0922,0.000,9445.35,9186.48,1
52,11128,3022,-399,9521,0.0988,0.000,9464.26,9186.48,1
53,11148,3022,-399,9521,0.1037,0.000,9478.45,9186.48,1
54,11168,3022,-399,9521,0.1074,0.000,9489.09,9186.48,1
55,11188,3103,-364,9523,0.1104,0.000,9497.56,9186.48,1
56,11208,3103,-364,9523,0.1126,0.000,9503.92,9186.48,1
57,11228,3103,-364,9523,0.1143,0.000,9508.69,9186.48,1
58,11248,3103,-364,9523,0.1155,0.000,9512.27,9186.48,1
59,11268,3103,-364,9523,0.1164,0.000,9514.95,9186.48,1
60,11288,2989,-380,9094,0.0797,0.000,9409.71,9186.48,1
