# RECORDING
5927,529742,-0.9238,-0.1898,0.0278,-16.03,-14.84,10.43,-134.56,79.71,133.71,128.60,-11.95,736.56
5928,529775,-1.0019,-0.1781,-0.1118,-19.25,-8.26,10.15,-133.61,79.97,135.27,128.59,-10.87,735.30
5929,529808,-0.9892,-0.1693,-0.1337,10.92,-6.37,9.38,-132.64,80.01,135.86,127.51,-8.69,735.30
5930,529841,-0.9755,-0.1303,-0.1679,40.74,-7.21,8.05,-132.41,80.17,134.76,126.42,-6.88,735.52
5931,529874,-0.9970,-0.1064,-0.1801,42.63,-11.06,8.33,-132.03,80.51,133.77,125.69,-4.71,735.21
5932,529907,-0.9862,-0.0703,-0.1742,16.59,-15.61,10.99,-132.55,81.11,132.74,123.52,-2.90,734.04
5933,529940,-0.9984,-0.0883,-0.1401,-27.79,-18.62,15.40,-134.86,81.87,131.38,121.71,0.72,733.65
5934,529973,-0.9828,-0.1371,-0.1161,-36.54,-19.53,18.27,-134.93,82.42,132.51,119.17,6.16,732.79
5935,530006,-0.9731,-0.1039,-0.1186,-23.38,-21.21,15.19,-135.41,83.00,132.81,117.36,10.87,733.35
5936,530039,-0.9819,-0.1571,-0.0893,16.31,-24.15,12.39,-130.17,83.55,137.51,115.19,17.03,735.30
5937,530072,-1.0219,0.0400,-0.0283,-15.61,-23.52,17.29,-129.63,84.82,138.59,111.21,24.27,738.03
5938,530105,-1.0106,-0.0654,-0.0747,-57.89,-22.89,19.81,-132.94,85.69,137.21,108.67,30.43,741.24
5939,530138,-1.0141,-0.1098,-0.0996,9.10,-31.71,14.28,-125.38,86.40,144.48,108.67,32.60,745.84
5940,530171,-0.9955,-0.0273,0.0376,-2.38,-33.32,8.89,-105.90,87.34,164.05,108.31,32.60,755.21
5941,530204,-0.9975,-0.0332,-0.0039,1.96,-31.64,7.70,-75.76,87.88,194.14,110.84,28.98,768.47
5942,530237,-1.0019,-0.0532,0.0107,7.07,-33.39,7.84,-52.32,87.27,217.37,114.83,22.10,784.09
5943,530270,-0.9789,-0.0376,0.1303,-2.80,-27.51,10.57,-32.60,86.63,237.20,120.26,15.21,799.21
5944,530303,-1.0004,-0.0454,0.0722,-4.69,-18.97,14.21,-22.06,86.00,247.92,123.88,8.69,808.48
5945,530336,-1.0248,-0.0093,-0.0576,-0.84,-24.01,15.05,-12.93,85.67,257.10,127.14,2.90,814.92
5946,530369,-1.0077,0.0371,0.0210,7.63,-33.39,9.87,-4.47,84.88,265.32,131.13,-2.90,819.90
5947,530402,-0.9906,0.0537,0.1225,8.33,-37.66,4.13,0.51,83.49,270.04,133.66,-11.23,822.24
5948,530435,-0.9770,-0.0142,0.1869,2.87,-31.29,5.46,1.45,82.19,270.89,133.30,-19.56,817.65
5949,530468,-0.9877,0.0010,0.1703,-1.12,-23.80,6.93,2.59,81.13,272.08,132.58,-28.25,812.19
5950,530501,-0.9745,0.0127,0.2133,1.40,-18.55,4.13,3.35,80.24,272.80,131.85,-35.50,803.99
5951,530534,-0.9970,-0.0083,0.1645,4.13,-13.16,1.68,1.75,79.94,271.10,131.49,-40.93,797.36
5952,530567,-0.9975,-0.0088,0.1269,-0.21,-14.91,4.41,2.08,79.72,271.45,130.41,-44.19,788.86
5953,530600,-0.9394,0.0342,0.2879,-2.10,-14.91,4.76,3.00,78.95,272.46,129.68,-47.45,780.28
5954,530633,-0.9550,0.0620,0.2767,-0.21,-10.78,1.96,3.87,78.34,273.32,130.04,-50.35,776.67
5955,530666,-1.0092,0.0264,0.1357,-0.91,-10.01,-2.31,3.69,78.29,273.15,129.68,-52.52,769.26
5956,530699,-1.0009,-0.1020,0.1810,19.39,-17.78,-1.12,2.27,77.80,271.13,128.96,-52.52,763.79
5957,530732,-1.0024,0.0698,0.1649,4.13,-19.95,4.83,4.18,77.33,272.88,128.96,-52.89,758.72
5958,530765,-0.9989,0.0395,0.1610,-22.19,-22.05,6.44,4.66,76.84,274.10,128.96,-51.44,752.17
5959,530798,-1.0019,-0.0727,0.1562,-12.88,-30.17,3.99,3.47,76.07,273.37,128.59,-47.09,748.09
5960,530831,-0.9848,-0.0820,0.2328,26.46,-38.08,1.96,2.84,74.87,271.91,128.96,-44.55,747.01
5961,530864,-0.9179,0.0210,0.3499,41.93,-38.15,1.05,4.11,73.34,271.78,128.95,-42.74,744.97
5962,530897,-0.9370,-0.0737,0.3616,59.99,-34.93,-0.14,4.92,72.01,270.63,129.68,-43.83,745.54
5963,530930,-0.9394,0.0527,0.3709,79.87,-29.96,-0.28,7.47,70.75,270.50,130.41,-44.56,744.76
5964,530963,-0.9394,0.1186,0.3426,53.69,-21.70,3.78,10.30,69.90,271.51,130.40,-45.28,742.72
